https://fbref.com/en/comps/1/stats/World-Cup-Stats
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
572,Guillermo Martínez Ayala,FW,mx Mexico,31,1.mx UNAM,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59146354
573,Cristian Martínez,MFFW,pa Panama,29,1.il Kiryat Shmona,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fdb15495
574,Emiliano Martínez,GK,ar Argentina,33,1.eng Aston Villa,1992,8,8,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7956236f
575,Lautaro Martínez,FW,ar Argentina,28,1.it Inter,1997,7,4,310,3.4,3,1,4,2,1,1,1,0,0.87,0.29,1.16,0.58,0.87,Matches,f7036e1c
576,Lisandro Martínez,DF,ar Argentina,28,1.eng Manchester Utd,1998,7,7,624,6.9,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matches,bac46a10
577,Thapelo Maseko,MFFW,za South Africa,22,1.cy AEL Limassol,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,498d45f7
578,Hazem Mastouri,FW,tn Tunisia,28,1.ru D. Makhachkala,1997,1,1,89,1.0,1,0,1,1,0,0,0,0,1.01,0.00,1.01,1.01,1.01,Matches,c88f913e
579,Arthur Masuaku,DF,cd Congo DR,32,1.fr Lens,1993,4,4,315,3.5,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches,57df7a11
580,Igor Matanović,FW,hr Croatia,23,1.de Freiburg,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,948e1292
581,Pape Matar Sarr,MF,sn Senegal,23,1.eng Tottenham,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,feb5d972
582,Jean-Philippe Mateta,FW,fr France,28,1.eng Crystal Palace,1997,3,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,50e6dc35
583,Mauricio,MF,py Paraguay,25,1.br Palmeiras,2001,4,0,173,1.9,1,0,1,1,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches,bf4cbc22
584,Fiston Mayele,FW,cd Congo DR,31,1.eg Pyramids FC,1994,2,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0.00,2.14,2.14,2.14,Matches,0d113a00
585,Ibrahim Maza,MFFW,dz Algeria,20,1.de Leverkusen,2005,4,4,351,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,89b3bc5e
586,Noussair Mazraoui,DF,ma Morocco,28,1.eng Manchester Utd,1997,6,5,477,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b74277a0
587,Kylian Mbappé,FW,fr France,27,1.es Real Madrid,1998,8,8,695,7.7,10,4,14,9,1,2,1,0,1.29,0.52,1.81,1.17,1.68,Matches,42fd9c7f
588,Thalente Mbatha,MF,za South Africa,26,1.za Orlando Pirates,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f6272be9
589,Ibrahim Mbaye,MF,sn Senegal,18,1.fr PSG,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.00,0.57,0.57,0.57,Matches,201b4ee4
590,Chancel Mbemba,DF,cd Congo DR,31,1.fr Lille,1994,4,4,360,4.0,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,e76cb9cc
591,Mbekezeli Mbokazi,DF,za South Africa,20,1.us Chicago Fire,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,13398d42
592,Nathanaël Mbuku,MFFW,cd Congo DR,24,2.fr Montpellier,2002,3,2,143,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,46750e9c
593,Callum McCowatt,MF,nz New Zealand,27,1.dk Silkeborg,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3fc42049
594,John McGinn,MF,sct Scotland,31,1.eng Aston Villa,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches,90f91999
595,Scott McKenna,DF,sct Scotland,29,1.hr Dinamo Zagreb,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e5a4cbc
596,Weston McKennie,MF,us USA,27,1.it Juventus,1998,5,5,443,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,01c3aff5
597,Mark McKenzie,DF,us USA,27,1.fr Toulouse,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5f5d094
598,Kenny McLean,MF,sct Scotland,34,2.eng Norwich City,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,471f16b3
599,Scott McTominay,MF,sct Scotland,29,1.it Napoli,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d93c2511
600,Brandon Mechele,DF,be Belgium,33,1.be Club Brugge,1993,6,6,570,6.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0a6dbbf7
601,Facundo Medina,DF,ar Argentina,27,1.fr Marseille,1999,5,3,308,3.4,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches,6f5ec8bb
602,Yaimar Medina,DFMF,ec Ecuador,21,1.be Genk,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1fe8ecf7
603,Hannibal Mejbri,MF,tn Tunisia,23,1.eng Burnley,2003,3,3,270,3.0,0,2,2,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,Matches,ca22ccb0
604,Amar Memić,MF,ba Bosnia–Herz,25,1.cz Viktoria Plzeň,2001,4,2,224,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,918c187c
605,Memphis,FWMF,nl Netherlands,32,1.br Corinthians,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0.00,1.67,1.67,0.00,1.67,Matches,8f696594
606,Sultan Mendash,MF,sa Saudi Arabia,31,1.sa Al-Hilal,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8738a7a1
607,Lucas Mendes,DF,qa Qatar,35,1.qa Al-Wakrah,1990,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5169f27f
608,Nuno Mendes,DF,pt Portugal,23,1.fr PSG,2002,5,5,395,4.4,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,f20e4cc9
609,Ryan Mendes,FWMF,cv Cabo Verde,36,2.tr 76 Iğdır Belediyespor,1990,4,4,330,3.7,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches,ba6e01ab
610,Édouard Mendy,GK,sn Senegal,34,1.sa Al-Ahli,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,33887998
611,Gideon Mensah,DF,gh Ghana,27,1.fr Auxerre,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9bdd8118
612,Mikel Merino,MF,es Spain,29,1.eng Arsenal,1996,8,1,199,2.2,2,0,2,2,0,0,0,0,0.90,0.00,0.90,0.90,0.90,Matches,d080ed5e
613,Lionel Messi,FW,ar Argentina,38,1.us Inter Miami,1987,8,7,740,8.2,8,4,12,8,0,2,0,0,0.97,0.49,1.46,0.97,1.46,Matches,d70ce98e
614,Connor Metcalfe,MF,au Australia,26,1.de St Pauli,1999,4,3,315,3.5,1,0,1,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches,73ce4d7d
615,Thomas Meunier,DF,be Belgium,34,1.fr Lille,1991,3,2,190,2.1,0,1,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,Matches,e162b013
616,Liam Millar,MF,ca Canada,26,2.eng Hull City,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,983515f8
617,Kim Min-jae,DF,kr Korea Republic,29,1.de Bayern Munich,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0f8151c
618,Yerry Mina,DF,co Colombia,31,1.it Cagliari,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6d5701f2
619,Alan Minda,MF,ec Ecuador,23,1.br Atlético Mineiro,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9cfd5b00
620,Aubrey Modiba,DF,za South Africa,30,1.za Sundowns,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bb1f97f2
621,Luka Modrić,MF,hr Croatia,40,1.it Milan,1985,4,4,317,3.5,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches,6025fab1
622,Relebohile Mofokeng,MF,za South Africa,21,1.za Orlando Pirates,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,25c3fb97
623,Shahriar Moghanlou,FW,ir IR Iran,31,1.ae Al-Ittihad Kalba,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92f69be8
624,Milad Mohammadi,DF,ir IR Iran,32,1.ir Persepolis,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,740a0e28
625,Mohammad Mohebi,MF,ir IR Iran,27,1.ru Rostov,1998,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,7b6b53c3
626,Johan Mojica,DF,co Colombia,33,1.es Mallorca,1992,4,4,390,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,608f2092
627,Teboho Mokoena,MF,za South Africa,29,1.za Sundowns,1997,3,3,270,3.0,1,0,1,0,1,1,2,0,0.33,0.00,0.33,0.00,0.00,Matches,00029b1e
628,Nahuel Molina,DF,ar Argentina,28,1.es Atlético Madrid,1998,7,5,528,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,23610943
629,Jamiro Monteiro,MF,cv Cabo Verde,32,1.nl Zwolle,1993,4,3,281,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d384bddd
630,César Montes,DF,mx Mexico,29,1.ru Loko Moscow,1997,4,4,314,3.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,28e957d7
631,Gonzalo Montiel,DF,ar Argentina,29,1.ar River Plate,1997,6,2,192,2.1,0,1,1,0,0,0,1,0,0.00,0.47,0.47,0.00,0.47,Matches,374d5158
632,Kim Moon-hwan,MF,kr Korea Republic,30,1.kr Daejeon Hana,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bce7dd8
633,Gilberto Mora,MF,mx Mexico,17,1.mx Tijuana,2008,4,3,213,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,69c9ffe8
634,Diego Moreira,MF,be Belgium,21,1.fr Strasbourg,2004,1,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12de1b0d
635,Steven Moreira,DF,cv Cabo Verde,31,1.us Columbus Crew,1994,4,3,301,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f10983ae
636,Tshepang Moremi,MF,za South Africa,25,1.za Orlando Pirates,2000,2,0,34,0.4,0,1,1,0,0,0,0,0,0.00,2.65,2.65,0.00,2.65,Matches,546d38f9
637,Orlando Mosquera,GK,pa Panama,31,1.sa Al-Fayha,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea34d827
638,Samir El Mourabet,MF,ma Morocco,20,1.fr Strasbourg,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a03d055
639,Samuel Moutoussamy,MF,cd Congo DR,29,1.gr Atromitos,1996,4,4,330,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af0c835b
640,Akmal Mozgovoy,MF,uz Uzbekistan,27,1.uz Pakhtakor Tashkent FK,1999,3,2,216,2.4,0,1,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,Matches,114cb95b
641,Lionel Mpasi,GK,cd Congo DR,31,1.fr Le Havre,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c6b0637
642,Khuliso Mudau,DF,za South Africa,31,1.za Sundowns,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,75388f92
643,Tarik Muharemovic,DF,ba Bosnia–Herz,23,1.it Sassuolo,2003,3,3,259,2.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,426dda23
644,Miro Muheim,DFMF,ch Switzerland,28,1.de Hamburger SV,1998,3,0,87,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,844c6a91
645,Ngal'Ayel Mukau,MF,cd Congo DR,21,1.fr Lille,2004,4,3,195,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb461b8a
646,Mert Müldür,DF,tr Türkiye,27,1.tr Fenerbahçe,1999,3,1,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1295552e
647,Daniel Muñoz,DF,co Colombia,30,1.eng Crystal Palace,1996,5,4,394,4.4,2,0,2,2,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matches,778ef829
648,Petar Musa,FW,hr Croatia,28,1.us FC Dallas,1998,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0.00,0.82,0.82,0.82,Matches,4567a0b4
649,Jamal Musiala,MF,de Germany,23,1.de Bayern Munich,2003,4,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,2c0558b8
650,Fernando Muslera,GK,uy Uruguay,39,1.tr Galatasaray,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2abe631
651,Phillipp Mwene,DF,at Austria,32,1.de Mainz 05,1994,2,2,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ff76adc
652,David Møller Wolfe,DF,no Norway,24,1.eng Wolves,2002,5,5,430,4.8,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,9affc5f2
653,Yūto Nagatomo,DFMF,jp Japan,39,1.jp FC Tokyo,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b6960d2
654,Keito Nakamura,MF,jp Japan,25,2.fr Reims,2000,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,Matches,d97af612
655,Abdallah Nasib,DF,jo Jordan,32,1.iq Al-Zawra'a SC,1994,3,3,260,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aaab3072
656,Sherzod Nasrullaev,DFMF,uz Uzbekistan,27,1.uz FC Nasaf,1998,3,3,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,aeb0c7f7
657,Duckens Nazon,FWMF,ht Haiti,32,1.ir Esteghlal,1994,1,0,24,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,20e87a42
658,Iliman Ndiaye,FW,sn Senegal,26,1.eng Everton,2000,3,1,114,1.3,1,2,3,1,0,0,0,0,0.79,1.58,2.37,0.79,2.37,Matches,5ed97752
659,Dan Ndoye,MFFW,ch Switzerland,25,1.eng Nottingham,2000,6,5,406,4.5,2,0,2,2,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches,8e697a8f
660,Jayden Nelson,FWMF,ca Canada,23,1.us Austin FC,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92305a81
661,Ali Nemati,DF,ir IR Iran,30,1.ir Foolad,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,19a221f7
662,Abduvohid Nematov,GK,uz Uzbekistan,25,1.uz FC Nasaf,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,25e45f2a
663,Pedro Neto,MF,pt Portugal,26,1.eng Chelsea,2000,5,5,350,3.9,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,7ba2eaa9
664,Manuel Neuer,GK,de Germany,40,1.de Bayern Munich,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8778c910
665,João Neves,MF,pt Portugal,21,1.fr PSG,2004,5,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,c2a15a27
666,Rúben Neves,MF,pt Portugal,29,1.sa Al-Hilal,1997,2,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,44bfb6c5
667,Neymar,FWMF,br Brazil,34,1.br Santos,1992,2,0,39,0.4,1,0,1,0,1,1,1,0,2.31,0.00,2.31,0.00,0.00,Matches,69384e5d
668,Nathan Ngoy,DF,be Belgium,23,1.fr Lille,2003,4,4,335,3.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,eb7abf2e
669,Moussa Niakhaté,DF,sn Senegal,30,1.fr Lyon,1996,4,4,390,4.3,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,00242715
670,Gustaf Nilsson,FW,se Sweden,29,1.be Club Brugge,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a7d48b00
671,Felix Nmecha,MF,de Germany,25,1.de Dortmund,2000,4,4,270,3.0,1,1,2,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,Matches,091c86e2
672,Kristoffer Nordfeldt,GK,se Sweden,36,1.se AIK Stockholm,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78549904
673,Tyrese Noslin,MF,cw Curaçao,23,1.nl Telstar,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3709bd2
674,Ernest Nuamah,MF,gh Ghana,22,1.fr Lyon,2003,3,1,89,1.0,0,1,1,0,0,0,0,0,0.00,1.01,1.01,0.00,1.01,Matches,234a703c
675,Matheus Nunes,DFMF,pt Portugal,27,1.eng Manchester City,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e6af02e0
676,Darwin Núñez,FW,uy Uruguay,26,1.sa Al-Hilal,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4d77b365
677,Antonio Nusa,FW,no Norway,21,1.de RB Leipzig,2005,6,4,318,3.5,1,0,1,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches,4ab12002
678,Benjamin Nygren,MF,se Sweden,24,1.sct Celtic,2001,4,2,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d6ebf67f
679,Ørjan Nyland,GK,no Norway,35,1.es Sevilla,1990,5,5,480,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bdedffac
680,Aiden O'Neill,MF,au Australia,27,1.us NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c7aee75b
681,Nico O'Reilly,DF,eng England,21,1.eng Manchester City,2005,7,5,461,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,91ca4a16
682,Salim Obaid,DF,jo Jordan,34,1.jo Al-Hussein SC,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f494bf5f
683,Armando Obispo,DF,cw Curaçao,27,1.nl PSV,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ffa6348
684,Guillermo Ochoa,GK,mx Mexico,40,1.cy AEL Limassol,1985,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e9bde92
685,Kōki Ogawa,FW,jp Japan,28,1.nl NEC Nijmegen,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0.00,2.14,2.14,0.00,2.14,Matches,3d2e8955
686,Braian Ojeda,MF,py Paraguay,25,1.us Orlando City,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,60953af0
687,Noah Okafor,FWMF,ch Switzerland,26,1.eng Leeds United,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca607d59
688,Ime Okon,DF,za South Africa,22,2.de Hannover 96,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cb58055
689,Paul Okon-Engstler,MF,au Australia,21,1.au Sydney FC,2005,4,2,197,2.2,0,1,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matches,ecd6464a
690,Ben Old,MF,nz New Zealand,23,2.fr Saint-Étienne,2002,3,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e14e818c
691,Michael Olise,MF,fr France,24,1.de Bayern Munich,2001,8,8,646,7.2,0,7,7,0,0,0,1,0,0.00,0.98,0.98,0.00,0.98,Matches,c4486bac
692,Mathías Olivera,DF,uy Uruguay,28,1.it Napoli,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,41c12f75
693,Dani Olmo,MF,es Spain,28,1.es Barcelona,1998,8,6,491,5.5,0,2,2,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches,ae44e8e2
694,Tani Oluwaseyi,FW,ca Canada,26,1.es Villarreal,2000,5,3,259,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,950ef017
695,Ali Olwan,MF,jo Jordan,26,1.qa Al-Sailiya SC,2000,3,3,268,3.0,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,33c1d68d
696,Amadou Onana,MF,be Belgium,24,1.eng Aston Villa,2001,4,2,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,828657ff
697,Christopher Opéri,DF,ci Côte d'Ivoire,29,1.tr Başakşehir,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,914bb955
698,Jerome Opoku,DF,gh Ghana,27,1.tr Başakşehir,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,091d6ee5
699,Joel Ordóñez,DF,ec Ecuador,22,1.be Club Brugge,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2990a15c
700,Jonathan Osorio,MF,ca Canada,34,1.us Toronto FC,1992,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,70106ff6
701,Nicolás Otamendi,DF,ar Argentina,38,1.pt Benfica,1988,7,1,247,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d267745
702,Zakaria El Ouahdi,DFMF,ma Morocco,24,1.be Genk,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a3d79d3c
703,Ayoub Al-Oui,DF,qa Qatar,21,1.qa Al-Gharafa Sports Club,2005,2,2,149,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,010e5bae
704,Azzedine Ounahi,MF,ma Morocco,26,1.es Girona,2000,6,5,435,4.8,2,0,2,2,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches,83299cc0
705,Mohammed Al-Owais,GK,sa Saudi Arabia,34,1.sa Al-Ula,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2c060c6
706,Elisha Owusu,MF,gh Ghana,28,1.fr Auxerre,1997,3,2,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e2781082
707,Mikel Oyarzabal,FW,es Spain,29,1.es Real Sociedad,1997,8,8,601,6.7,5,1,6,4,1,1,0,0,0.75,0.15,0.90,0.60,0.75,Matches,8c3c640c
708,Salih Özcan,MF,tr Türkiye,28,1.de Dortmund,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,15413fa5
709,Willian Pacho,DF,ec Ecuador,24,1.fr PSG,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ecbe2839
710,Kendry Páez,MF,ec Ecuador,19,1.ar River Plate,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f3bb9f59
711,Exequiel Palacios,DF,ar Argentina,27,1.de Leverkusen,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e82adcab
712,Lucas Paquetá,MF,br Brazil,28,1.br Flamengo,1997,4,4,233,2.6,0,1,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,Matches,9b6f7fd5
713,Leandro Paredes,MF,ar Argentina,31,1.ar Boca Juniors,1994,7,4,473,5.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,dff153a4
714,Thomas Partey,MF,gh Ghana,33,1.es Villarreal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,529f49ab
715,Marco Pašalić,MF,hr Croatia,25,1.us Orlando City,2000,3,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1866b0f1
716,Mario Pašalić,MF,hr Croatia,31,1.it Atalanta,1995,4,1,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e599253a
717,Nathan Patterson,DF,sct Scotland,24,1.eng Everton,2001,3,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,230f0471
